sha1,date,name,size
43831a93724d26c683d33dacc776d43742202141,2023-01-01,Corteva,2822100
b69ee214734512d1e8f6eacd81c77ccfb4576395,2022-01-01,ABN 15 069 791 091,4472533
dbcf8e36354dd757c2a845dd16e4b8d5b94e902d,2022-10-01,HM1,14215030
e91c84b6bb42b2086edb07e3c4fa0b310050ea01,2022-01-01,Concentrix Corporation,4610581
0f35e21865917772bfaa179423e7e9ae6cbf9699,2022-12-31,Nexus Minerals,4589630
1179f08a07b8987fa821b2abcca0bb7432e20251,2022-12-31,Sabine Royalty Trust,3046481
549d1e9b95b57d5ba874a6f2d449e45ceecf21ed,2022-12-31,Alfa Financial Software Holdings PLC,23321478
d32c13e42956c8dd749a36cbb3ae91ab473b6cc4,2022-12-31,Agility Public Warehousing Company K.S.C.P.,1159778
ea0757d27fa67cd347d9f046b939a911f5c9a08d,2022-01-01,Canadian Banc Corp.,498408
b05cfe9fedb100b5a325e641e587ca2ba7ac4d4a,2022-03-31,Happiness Development Group Limited,2353763
5d96187f0b26bd4c3370e380f872494d4ea50f57,2022-12-31,Virtus Investment Partners,5499942
cc660ed14bcb60e608b302fee490d2ab478475d9,2022-01-01,Burckhardt Compression,4455182
cad4daf9fac7645e4585f81ff1e1aba5db5cd200,2022-04-03,"Hawkins, Inc.",865183
8a7cf51521c5c3887cfb93d7aa8a4711ebc3954a,2023-05-10,Imerys,9796924
8303ad1683617b5a385dec98836575675658545f,2022-06-30,APC,10235531
36fb23c6dea75edcb7469d6d86a06c7926443b39,2023-05-02,Raytheon Technologies,2849075
d5ad7d12a946f38836c1cf0fc49d5d0cbd8845ff,2022-01-01,Maas Group Holdings,3420047
e757f23c0d5e5e20607493edbb6da8602fd10af5,2022-01-01,Abcam PLC,1356490
81b5893387439b8722f212641c94894dfc3ee78f,2022-01-01,Mediclinic International PLC,11802975
f1a665abd6d47a154957e06d39c82d0967cca731,2022-01-01,Panoramic Resources Limited,12065489
862ba0383d19713519ccf20ef7edfd95f7a045cb,2022-06-30,EUROPEAN METALS HOLDINGS LIMITED,2039474
b33bd2220c0fc0939ef08b1bdd8d2ebea158aa59,2022-06-30,Arcadia Minerals Ltd,5146703
8347813cac7cb9877acf9956bc3c66aa49564235,2023-03-27,HF Foods Group Inc.,694555
7a812d1e3190e5e3a4670137cb97b82bbf8ddbe5,2023-02-09,"SYNEOS HEALTH, INC.",4165655
95bc3e794d1b98a4f370c266d25c6a464a1c808f,2022-01-01,DESANE GROUP HOLDINGS LTD,6757026
296578911360bc01877733ddc86287dc72d338f2,2022-01-01,Corcel Plc,957604
303c1016de72c0eb7bbef5c02a215fe9cc676d01,2022-03-26,Cranswick PLC,11317331
40e008724b01f80e874004c460625d8e2f90862d,2022-01-01,Séché Environnement,5106741
f48f11e7731fcb04a579d9ce86b3a4eb491ef6de,2023-03-16,RiceBran Technologies,955378
c256c31df7a80ef158e8c302522cc1dd89b98025,2022-01-01,"J. B. Hunt Transport Services, Inc.",3624263
e7d9f1bc7e23968c846529097a2960b66ae8c6fd,2022-06-30,"THE HAIN CELESTIAL GROUP, INC.",1270553
8bc0e9c74e399590b9b69568d6742cae2ee506e6,2022-01-01,ANP,5677532
e640f64caabb91f6c38254ac076a8f00b6ec1a61,2022-01-01,ECR,2539291
099b79dda6f001ee9749642b22b26843a9ff52ef,2022-01-01,MAS,35441661
1e01c565e96ff03fc408e8d5cb69371a182fe8ca,2022-12-31,Journeo plc,10187614
b968d92238aced27aa4b9039d2b22a06f5568292,2023-04-24,"Flexshopper, Inc.",1462309
bb36d53957a522994568e4b92b3aa6ca50af4995,2022-12-31,PSN,3444812
7ff6dec264d20517bab48f9028831ed72cb5d584,2023-03-24,"Surgalign Holdings, Inc.",904467
e24f262d3c91efc0a8ea2162a4c8158a8f52ed83,2023-03-01,Exelixis,6526670
a94308d23e1d31508c90f240a7337101870a53e9,2022-XX-XX,Flutter Entertainment plc,13966698
2e315764be39701457b88c23f70c5ddede4b2453,2022-12-31,Motability Operations Group plc,24849725
45cb0c2c5af1442d312986c737867585f1f6a571,2022-01-01,Opportunity Bank of Montana,24526644
518ba78c982c6828590fe3bf7c1a4698678b334e,2022-06-30,Suvo Strategic Minerals Limited,4290947
e9a4563cabd260e6ed664de8c7faabce75ad356b,2023-02-27,NATURAL HEALTH TRENDS CORP.,4066147
6c1fb38b4ea0cffac1120c828c7566dc67e9429f,2023-03-07,F&M BANK CORP.,1076837
b493d54f8af6c934082b96026407afd75232338d,2022-12-31,Coats Group plc,9313746
841f074649f959978d27fa18052c0e13b87d5ada,2022-01-01,SEAB CORPORATION,1568394
81ed6216deffa933665b3feb34c5ffcc5462d0c5,2022-03-31,Canopy Growth Corporation,1795754
a8d16a3b887c2c3e46e8d5a94f24fdcfdff640d9,2022-03-31,Stingray Group Inc.,28866929
4cee5b7f97790b57bb7c26093819279d561febf6,2022-01-01,CMC Markets plc,3845709
cc0fc5888b99758100a7ff024863fc4337b6b3c5,2022-01-01,RWE,7441873
61886863831ba73b2c249cf51fc094061150edf1,2022-12-31,Oakley Capital Investments,15141683
14c901d555fade08f13d61a7d79cd18959791445,2023-03-02,"Identiv, Inc.",578999
b60259e83812576785039013651c75909c85b875,2022-01-01,BOLD VISION,6173603
0fa7eb70cba5ed27811f49983a9792abc513051b,2023-12-31,Carlin Gold Corporation,888812
7a0c5e30a5d0528c5529d3eea6bda5e6f49ab72c,2022-10-27,"Walgreens Boots Alliance, Inc.",1702577
39b9c36db83e6ab761ca7f6c16c60bc57992bd01,2023-01-31,"YEXT, INC.",805660
7d05e4e223ee8d12f00c83235b8997f9d9567eaf,2022-XX-XX,"TJX Companies, Inc.",966654
bd38e0df34d74d5d44a82460946c292f8916ac21,2022-01-01,Omni Bridgeway,2573569
90c2cc2d18e8865ef5ce50e7ccabeeee84064ba7,2023-01-01,CANON,2126117
fcdc9ad2a6b2c24c2f15df64a749411fce599471,2022-11-30,Alba Mineral Resources plc,953304
6893861e55630468516cbfa84340fc515b139797,2022-03-31,Fusion Antibodies,2660234
681f5942ebd837e1fa012520b21de683a64e48e7,2023-12-31,Ituran Location and Control Ltd.,849417
5c47bb398e62e8059590fe67d0dd9414daacbc22,2022-09-25,"LEE ENTERPRISES, INCORPORATED",1253603
dd374eb4e1402fbb8b1651f5ab20a2dfdaa975d7,2023-04-26,Scully Royalty Ltd.,1341661
8283c6e3e8467aa6ba5d732c82182ccecd40fef7,2022-01-01,Credit Intelligence Limited,4755909
b9b02bd1ed430093e4637f06bb030fa82f7698f5,2022-06-30,Meeka Metals,2530672
a441a487694cba5419ed14b6e14aea0776ebefb9,2023-03-06,FLYWIRE CORPORATION,3609190
e08de707e82b4c65439f4b9b474f5011eca97bfa,2022-06-30,MinRex Resources Limited,7427586
cf7c125597339c5ef5afca8a2883765130b411e9,2023-03-13,"Full House Resorts, Inc.",1469143
beeb18fb593a019ca1be3d5af249060c3e9c4a99,2022-03-31,NVE CORPORATION,426158
e04799652b4abd4fa5e54373219d5b52495235d4,2022-01-01,DFDS A/S,14725125
2c2d4ca7535ac5d0c37f042144eab58435142e2c,2022-05-18,Serko Limited,1573185
165d49b7d9012eaaf1b9eaa3f724c697ae1f4130,2022-01-01,Roanoke Gas Company,1344664
7ca163feceafbac5b3e79d00d3d16d01230ca3c9,2023-03-27,VirnetX Holding Corporation,940388
3645756a5a3950c035194113c076e45fe10d056c,2022-XX-XX,BYND,2222146
6015150d4f22d3e8de3ce6d74f2d69475715d138,2022-01-01,MSI,724396
7bf3ed474aab881784cfc38f9db73ffa042cd6fa,2023-01-31,Central Pacific Financial Corp.,3780926
b047b8152f4475c9e02dd1587367882957bc7985,2023-03-20,"Altria Group, Inc.",4766574
5352d4c3ac0d304d3be6bdeae6e7f403797c0060,2022-01-01,RenaissanceRe Holdings Ltd.,6907999
32c16025ccf10e65d9bc8cf295d0d69c2c6af74e,2022-12-31,Cyprium Metals Limited,4900955
cf1f97a1420df631a7c79f0789127847da9a0d29,2023-02-14,"PLAINS GP HOLDINGS, L.P.",2972301
1b43f9adb49be467deb9b9b26aba0d0a8182c1d0,2022-02-28,TAL Education Group,2320785
a267afeca734175e3a79c929f8eeb9ee91c316f8,2022-01-01,Wallenstam,9185369
799fc63d30a97ca0b6b46181f13c30d464c87b0a,2022-12-31,Auric Mining Limited,4849773
992940ed0ea0ebf8cae6879e8a28bf14fc05c834,2022-12-31,APT,4392344
acb064341119b3eec32841660c2c49c99fd9b818,2022-01-01,Earth Island Institute,3824504
4d81f25f6b9c492fde14c222b95690b4005889a3,2022-06-30,Agency Group Australia,6867991
1698ccc6baebcd4bc6b8efdf2e4aabf7d6d8600d,2022-01-01,SNY,2482833
62fe69d8158942a670256d7c4a7962749d9f6b48,2023-01-28,RH,1092225
8c24883f9e6ebf631c1893d7c44f4209d45fefee,2023-02-28,"VIGIL NEUROSCIENCE, INC.",2769540
9c72546b948e8e3f2d211de56adfd8d9e0f3982b,2022-09-30,AQUA,15543752
7f048a274e1900da73263b4836fac33c50981f2d,2022-12-31,"MDU Resources Group, Inc.",3796101
99dda70ed0034cc48c8b8dfa1164cb8b359e896e,2022-01-01,GBIO,3238571
ecabab4934d4b80570c4bb3b8e35b7476694b3fb,2023-02-24,"ZIFF DAVIS, INC.",2391119
ff428373e9f28ecf03a9a16d37d5eee47ea9928c,2023-02-17,WILLSCOT MOBILE MINI HOLDINGS CORP.,1929575
14e8819a84f795dab3b0eec84e7101a33966af83,2022-01-01,MHO,2749659
fcf866e0da1802d8c361a43c2b13513baf2b231d,2022-01-01,WOSG,16095714
741cbd95a1fa2ff28faa3c6a3ae29b7f13b89ee0,2023-04-27,"Avanos Medical, Inc.",1260212
af6f1553f887b149296a2cf708cd48e17fc0057a,2022-01-01,AMEX_LXU,3675055
0c94bdc9305d8e89f45d3643f90a737d60f57686,2022-06-30,National Council on Aging,949398
46b54defdb53c604d41c5a37ffa02912376948b4,2022-10-31,Idox plc,3891130
e8345cb4573eb4abb848c2f196ca5352e88bfec9,2023-03-01,Steel Partners Holdings L.P.,975185
fe1e9bbd77ca148ba579c169864147e92ff8456d,2022-12-31,"Consolidated Edison, Inc.",3664375
859b0c9d35778b47b4538cd19ef8a300db9c999f,2023-03-27,FinWise Bancorp,2226773
dc306627269fc6128f6f25aaf6616dc2908d7fba,2023-02-07,ADEIA INC.,2393237
f579c48d6d66bafefda6887674355aca986e4d37,2022-06-30,Nuheara Limited,1244541
924df50f4d583e0bf7c022e4b5e246d443489c4f,2022-01-01,ADVANCED BRAKING TECHNOLOGY LTD,6837096
09046770317f15d9666dfde61ff3dd0c0a8f3da8,2023-03-03,"ELEVATION ONCOLOGY, INC.",1388225
1b4c90ffe21ecacc607061fb8ba705f172b1d174,2022-01-01,HURC,7435011
ff776ae41ee5b49a13225fdbf8990785af5084ed,2022-06-30,Acumentis Group Limited,9848446
0bf2b9b923bfc66bedb28f66f429c6c4f222ef93,2022-01-01,ITM Power PLC,2696934
c7a5758462fb56035f7c934ceec72cace2495814,2023-01-31,JFrog Ltd.,1488667
439cc63fdbe3993deb521a5bd388e60e5e944364,2022-01-01,ATSG,2195124
fda4bfeab41d7cbc83781518a6a302cbb36f3567,2022-06-30,Gibb River Diamonds Limited,8141250
2c5fb8aa93abcad27a585d6ea80457518b53d426,2022-12-31,Autogrill,6299157
bf804c7bd657350abd3975de2870eb87113071c9,2023-01-31,Sirius XM Holdings Inc.,838818
3ae70c583a284491fb7e90349d636d94b38c6ca5,2023-03-01,Inspirato Incorporated,1301909
87dada3addeefd1f1ea82aff1c365d7ca91c02a4,2023-02-09,"Allovir, Inc.",4058763
ca44688c0156581b2f04358945b458d1d07c86db,2023-02-15,"Protalix Biotherapeutics, Inc.",1445034
853f780a304ee68df41b3998e93d9bb771d8a6d1,2023-03-13,PREFERRED BANK,948046
8acf24ee3f3b3cb540ddcf0ff094a117c56368a2,2022-01-01,SRG Global,6165894
25d81360b91d76747a287c3479129dce300e8eca,2023-12-31,ATA Creativity Global,1871772
36614e87d4835c1c7c277f51100c82849e930df2,2022-12-31,Bassoil,1307484
3d0412aebfc103e96c1515d9ebd5b4ff5e4586b0,2022-XX-XX,Splunk Inc.,7531597
bea19db0ef3544f9d51694850881e0f80b3537c4,2023-03-17,"Indaptus Therapeutics, Inc.",2080694
1479f249655cc578b92a18fb6761fbe6918c51c5,2023-03-01,"SCYNEXIS, Inc.",1364059
e608cdedf16e0b84ea91e213c04437fed272eb41,2023-03-31,"NightHawk Biosciences, Inc.",7479246
705c7ace6858fa0b48b5921437bb8d8544e0f208,2022-01-01,HURON,6644873
937c1fe364e566c5849717f377797e141e1d3be6,2022-01-01,ORCODA LIMITED,2498851
df094f9fa6d76e5d3a187144146b54a8f818d852,2023-12-31,"Augmedix, Inc.",4965378
d93f74e784b9e0da07b2a82f00fac21a7b22658a,2022-10-25,Aeris Resources Limited,8144907
0b59f5f14d29439f0425ca7458dda4c91dcd72ea,2022-01-01,Nexus Infrastructure plc,8108631
7e04a03b7c28bdfe925cd1c24ada6a92afd3741d,2022-01-01,The Parkmead Group plc,3961844
009abdb87dc6b6fb1b0c2c4940b854c0c22a4229,2023-04-26,Entangled Technologies,3072451
344607ca6fd273dc1bb1406e9d15519028689e89,2022-01-01,RBB,2373927
a9f7e7f05d41dcbfd5c60154819734c3322bc7fe,2023-02-22,"Lyft, Inc.",8844644
f362a1d437f85f03703436605038e26cec6f0bc4,2022-01-01,Stella-Jones Inc.,8954182
b1e6ba37dc0c49611a62c3dbf089df389a147cc0,2023-02-22,"Lucid Group, Inc.",1755273
0074cbbd4bfccd7ed3fae75b99d3ef4b26521daa,2023-04-26,Boart Longyear Group Ltd.,14778832
30834e3bdc2a45b7eea5f7999236203c0a594b42,2022-12-31,Golar LNG Limited,2597521
e0af26fbbe94cdac03cd512ea224033f88d8bf11,2022-01-01,CTMX,9506917
4a60c3e7ca9ed802e557b42bfa6e913fc8de1404,2022-01-01,Renew Holdings,9490020
f8fab8003da81f14c16e80ac9ffe33fddad88c58,2022-01-01,4DMedical,15164678
8986c80cbd03d795abb76144accd359030c87c01,2022-06-30,KGL Resources,10664630
257f12db9c95ffa2ed12d6f2e2b3ff67db49fd60,2022-01-01,Unilever,16107381
6e256d5357507ab16156febe84178298899b748d,2023-04-26,ASIA PACIFIC WIRE & CABLE CORPORATION LIMITED,6168364
0702c084a2e3da9156040bbd3c4edcc2d8741cbe,2023-03-20,"Leap Therapeutics, Inc.",962631
b67072488bb0e78d7515928d0a78e29f0d326779,2023-12-31,JOYY INC.,3605764
e29e3eb0c9a2ec0e10ffde4f7b999a87319354a6,2022-01-01,Crimson Tide,2989402
ca76bdd0c94b848a26563b212d14b2915aa6e15a,2023-02-01,Stryker Corporation,1852542
332998921be3dac67155ad09efe7560f49c462ce,2023-03-27,"Processa Pharmaceuticals, Inc.",75607943
52688119c60515f522faf65de9cc2ef58bd712ef,2023-03-01,Thoughtworks,5301889
50af17b1c85aef447012a2327896866d2f7864c1,2022-01-01,LPA GROUP PLC,2008178
092fa1740bef145083d79a96a9f2e109119feef7,2023-12-31,"Calumet Specialty Products Partners, L.P.",6573025
ab5bd7a98fbb323a4fb7e7e791b39da30115b75a,2022-12-31,Keywords Studios plc,5565966
e24c7a4da978d959bcc47f7ce6634fc5531e76d3,2022-01-01,Agnico Eagle,14647609
800ae410d078ec431edde7d300003e9e267e97fd,2023-02-21,"Arteris, Inc.",1476056
21a63650855405c32b3a72dfecb9ad278961ee15,2022-03-31,KYOCERA CORPORATION,2497223
d14ae2b6284e48b5c1e6659a0a5863d84697b3b9,2022-01-01,Kruger Products,3524595
42e229365f701f24beb760b2b59259bbe09e2ac2,2023-01-01,AROC,7452476
036c1e99e7d4392fb969ee5f625ab928990a61b9,2022-01-01,Entain,12185575
d0291171246d04945df005de6f332ad7845f1c39,2023-03-10,"Microvast Holdings, Inc.",1787510
bf9020fd0d498ac2ffe32ce20b72bf0724031d1d,2023-02-24,ENOVIS CORPORATION,1744896
3c5717cad6c500d67c6fa9bf04bf46c3fc6c575c,2022-01-01,EZL,4685172
c8bac1fcb24e921b164f4aecf2d132c4747d87eb,2022-12-31,KfW,1992757
64ec0aa95e3ad6ad25cabd74e3e4cbad4e699411,2023-01-01,"JinkoSolar Holding Co., Ltd.",2979409
bd59f9f2943028dcf9a957d0b88604e37dae1be9,2022-XX-XX,Ediston Property Investment Company plc,3727083
5d81eb26d1856b56a2a496b3bc6a8f6c2e30e7bf,2023-02-08,"Amplitude, Inc.",2042998
65105880c0e80ec6579208735ba1a4ad43fd6df3,2023-02-21,Denali Therapeutics Inc.,4368990
35b18f29fad9bd99d24ddb4781a02eface61d0bf,2022-01-01,Orica,29741155
f94b7e941ec8973d5f53a4ad915d3c236a48a25d,2022-12-31,I-MAB,5573412
0a7fb6f3b67e03d2dd9df675eba48b3396f8a69f,2023-12-31,Greystone Housing Impact Investors LP,9223389
562fb26fa05e7560e78a913ce5d19ffb3105282c,2022-01-01,F5 Inc.,2960022
1911d937e38bdad5a4880203e0d3ce216789b0b3,2022-01-01,LRCX,9509588
725024dc60604aa48b6d33a4dec18f2124a9aedc,2022-01-01,Home Bank,13242302
939cf16c6ab157a834959be2a4f97c0ee7069216,2022-01-01,CHIYODA,15969429
ac4350951e19e6e4ca57a34d0ab09ccf0a9d3c35,2023-12-31,Borr Drilling Limited,1632345
a546a60da8ccffe3e74e613498f6ccc9de79718c,2022-01-01,Australian Sands,3024261
fa9e5a7cf7fb17c0b7fb5f9044f18d875555b6b7,2022-11-30,"CRYO-CELL INTERNATIONAL, INC.",799285
1687091f615ecb2500d05bd76e185a6394e92fa8,2023-03-06,a.k.a. Brands Holding Corp.,1090653
34eee354997abd153e849dce888b5f753ef3b39f,2022-01-01,BKS Bank,10154449
ed1a12ba68a787e18f2af871d164c3ac48791913,2022-06-30,IncentiaPay,3578371
475b07170ba6f06b7d5cb0b931d8127e9256a9df,2022-01-01,Steadfast Group,3847601
1426ba1f4344c85ea42a0c20f681086a8a712468,2023-12-31,MOBILE TELESYSTEMS PUBLIC JOINT STOCK COMPANY,2189510
2e64bb9ee9d8da93dcb5942dd5bf3677f4e098b1,2023-02-28,"Gain Therapeutics, Inc.",1336398
e5dddae8041fceeea9c5b11390bc4efd0c3023b0,2023-01-01,Caspian Sunrise plc,1253484
a44a06e8c96412e6c1254e25dad342fddfbbe740,2022-01-01,Amazon,1027178
2736358e6983fbd5e6ee08f242607afba49b54ff,2022-01-01,CuFe Ltd,4264918
71c109b4f739105cbc681e3a5a1914fb790096d3,2022-06-30,AURA ENERGY LIMITED,5997379
37c420c0b8e3d172e646b1c0cf0ed43cc7dab9ba,2023-02-17,"Tandem Diabetes Care, Inc.",3054692
7da156d56ce3fdcef8faa3e51fcaa16621401330,2022-01-01,Lookers,12748545
35a846e22eadc35f6a455648aa6296ed7fec08fc,2022-02-28,JZ CAPITAL PARTNERS LIMITED,1215131
7b19e5f02bbf52b948d66433591e1190cf9a2bad,2023-03-01,Mondelez International,4862008
d0d74beb9270eaa527fb851ba392310f83484e9c,2022-12-31,Reabold,4540999
52e07aba099e54edbcdfc80f0d5b52f1fc2bcea4,2023-02-22,Playtika Holding Corp.,2558337
ce1a704b0113ed6a3bef07103dff1382b6dfb70c,2022-01-01,NASDAQ,5475455
e6261c4e2f98a56afdcc3a3af24c6f004dfdc94b,2022-01-01,Ryerson,8799999
d686c26e94ef76c7d90c24bbdc3dda0c95295eee,2023-02-15,"HOLLY ENERGY PARTNERS, L.P.",2095574
3d996449960b7e3f243a4fbddd79ae11c4c6599c,2021-06-30,Strickland Metals Limited,3211211
d96ca2a21d6727f94a2490aa7aad3f0d7750535b,2022-08-26,Supply Network Limited,898508
e27e3e1ed0bdeee121985732dd9f9fe3db20458e,2023-01-01,Varonis,1383555
e0e2731bb23af941d91bc951300e99f8c7b80867,2022-12-31,"Post Holdings, Inc.",5576481
151e6e28d19697ac3483e37f31c5497059332a39,2023-03-22,"RECRUITER.COM GROUP, INC.",1952056
40be6d801a11d2ddcf10702b08a430177de2f8c3,2022-01-01,DIS,638202
7bed74b0339f4e9304eb9802fcad922d5dec87b7,2022-12-31,The State Bank,2354354
5a8e73a9551220db660ea8e2ac628a2269f1b54a,2022-12-31,Oncolytics Biotech Inc.,2014462
494e87b17716af2ec2b853ee137c4e339c5f8dd2,2023-02-06,"Enphase Energy, Inc.",927537
2039bcc89743f22febdbf2acc60ee2351e2bf86c,2022-01-01,Bapcor Limited,9867070
d4ba5e611b20e87bfa2c235624b593166fed11a3,2022-12-31,"Keypath Education International, Inc.",5706411
1a810e6041b2e2f97fcc0b6732a2faa52e034b2e,2023-01-01,Alaris Equity Partners,1329600
98e849ebee991f32a4a2d4e0f043e12362521bb1,2022-01-01,Great Portland Estates,7499888
15328cfd762273ced8e60f2921a99a31d1da3301,2022-06-30,AustChina Holdings Limited,3242108
c543edcf97745781db062910939aa296626e430a,2022-01-01,Corbion,20942276
507dd29fd56d6cf3379a0b809914a73db049d48e,2022-01-01,Ebro Foods,6565527
52d02bf7b89a2a344848542de41d748057b46617,2023-03-31,"MGT CAPITAL INVESTMENTS, INC.",3004014
bf6f57f5c7d54a307a7903d222e9d2fa8adf03bb,2023-12-31,First Horizon Corporation,2742227
fd81c7f71c903347f194529b18895e401164b108,2022-06-30,QX Resources Limited,4419309
3d5104b0d1ef5a5850572b2fb7cc1649a97c8a53,2022-01-01,Coles Group Limited,5647657
01db452f40609028895c74c9c9e59daa0aa5c0df,2022-12-31,"OSI Systems, Inc.",5327186
a6e5be1ab2178eff56ae6a98dd7f1d73630b9407,2023-03-16,Exagen Inc.,2691451
e88f17474684261f28d0523e1a223958036579bd,2022-01-01,OpSens,7762027
3d819d86253144788533f05c972748f3757c091e,2022-06-30,"CONTANGO ORE, INC.",4073241
e28b4567437ba90ecea99e817f804d06410fce74,2022-01-01,Ally Financial Inc.,5233617
aad4a4de7265f81af89d18481903180f21859a7f,2023-03-09,PHIO PHARMACEUTICALS CORP.,622901
762b25c7e2270dc6e1c7f8c38a5b6176e435eb9c,2023-03-17,Ashford Inc.,16081960
f1392812e08f46f5a98d7cd722220a32e0a047e9,2022-01-01,Provexis plc,768711
fb5a20989474428c216ae9e3577108902d2aec16,2022-10-31,"Golden Matrix Group, Inc.",2725720
b3590e59a032ea76249fe19351d09865738ef6ee,2023-03-07,Greggs plc,24079023
e71f2292c5e018d4df0a849b972e6e5e0029f681,2022-01-01,MSA Safety,8260541
ae8078860a7c516523b69c3fcbd7d3450f34e2f7,2023-12-31,Molson Coors Beverage Company,1824438
20275f5d6b6e746735aca082b22133b54ea86fab,2022-03-31,PHSC plc,2241432
ec6dd3c896b42a454aa6dee5c9b9cc90e395f2eb,2022-01-01,Jadestone,6123884
1f77856551ecadc2b1983e4405cb444d9cc045c2,2022-01-01,HII,2222639
59d2c73a8185d63c92efc3496fcc6347f49d7c62,2022-07-31,Intuit Inc.,948816
13d7bf63e45057f40c861f2e3b0d2f9794343cc9,2022-06-30,ASX_HUB,1499716
66971f6a2b7b4e19e02337775add834ac9b96e28,2023-03-13,Smith-Midland Corporation,981307
153956f6b6f491bde4c2f4859d4b494547056d0a,2022-12-31,EMPIRE METALS LIMITED,675214
cefb368bca6c57f98bbaeedc4f1bea1fcaf21e35,2023-01-31,"URBAN OUTFITTERS, INC.",3192820
4cd89528d0d36bc9d4df30c4aba238b208a300c9,2023-12-31,DTE Energy Company,1721121
fa1389c40f151a9c1a5a309c5321d8efc66aa4d3,2023-03-29,"MOBIQUITY TECHNOLOGIES, INC.",1750235
9acaa2c517bc56e7ce1dce61076f74fe732432a2,2022-06-30,XANTIPPE RESOURCES LTD,4452476
111a9118548e19c11d122a5841ba6b3728a4ddf9,2022-08-17,Glennon Small Companies Limited,974432
d08683bc7f1136546639ecab8badf564075d7d6c,2023-03-10,"Retractable Technologies, Inc.",443285
dc210cbbb5915e28734ea8106af567026d1d60c1,2022-01-01,Ameriprise Financial,5461529
1fc0667f6fac333b84abc72ba25178c54f26be34,2022-01-01,Ionic Rare Earths Limited,5569143
c4dbef7dbc0dd38265db6a8fa3433eac54f936b0,2022-12-31,GREENCOTE RENEWABLES PLC,2196066
dc4ddf1be989a2a1256a4773bf3f0f7534e7829c,2023-02-24,"agilon health, inc.",1573885
676360fa4cfffd893f911da49e633f4e5a41a358,2023-02-27,"Duolingo, Inc.",1410135
52cf9ed740ce506e75153e5bf485a8829d264c43,2023-02-22,GFL Environmental,5699683
264256b1a39d745645ca15074d6711e40731a9d9,2022-01-01,Fujitsu,20672361
2d44eb75b9869bfe53c0bfe0d03c392f12903129,2023-05-04,Alimak Group,6357317
6787c6dbd1e8d2cb70dfd6fea31268fd5ecc3f02,2022-01-01,Permanent TSB Group Holdings plc,7703735
a2a4bd77ca6d343b51ad8e5418da4bfd54e0b197,2022-08-28,NASDAQ_COST,2814823
961ac220caa8671dc6bfb30105aa2f448e4760ed,2023-01-31,Trustmark Corporation,2342939
783c8b5813b8f48b04d2de6816d546c337863382,2023-02-10,"COMMUNITY HEALTH SYSTEMS, INC.",3269408
8f582ab4b849b194afe69270c6eff6f85090d68c,2023-03-09,"Tarsus Pharmaceuticals, Inc.",3224816
e7f986fc30ff4b7a5e39025c5046dd3d86bcdb44,2022-06-30,IXUP Limited,1227561
c174bfb4a38e31b17eca73cbd53a61f9eaa985e2,2022-00-00,Signet Jewelers,13419058
e9bb83aff6dead7c60051f9098b98f571502e136,2022-12-31,Citizens Holding Company,198912253
3d0cd20bf0cec3511817d8e2bb3daba798dabbbd,2022-10-28,Star Combo Pharma Limited,6685441
3c96e6feff1425f1175f48514de4a69fcd075da0,2023-04-01,Workiva,7658917
40e848672fe8599915553494b6f977c30e7cd970,2022-12-31,"Currency Exchange International, Corp",4474576
c0c83615d3d00589ffdab0adf3b6d68d91f6b6a0,2022-12-31,Rosenbauer,3285487
364efc0b606e8ca0f0c764c26d0d6af448ebbfd6,2022-01-01,HEXO,2322925
f4934b4a7d87fc6a8ba5e0e130018a1bc6a4a965,2023-03-01,"THE TRADE DESK, INC.",2080549
ce79068b4de4ec90566a573898ee74e02bee9540,2023-03-01,"Manitex International, Inc.",927473
e97cf669955ce35dad1e460940b06b7646289b92,2023-01-01,Western Asset Mortgage Capital Corporation,287295
6a803b4fbf04542562aa33b97e95d9af65a52702,2022-01-01,Kadant Inc.,31186194
23f8ae026e14d22d9df156bd469ca40289762ea3,2022-06-30,Australian Ethical Investment Limited,2590462
32fa00d1c381fc1305b3e392b40d8b52a13ecf49,2022-01-01,HMM,1761812
ba9f43ba41588238e4fc401c465c3df07d8e71eb,2022-01-01,Braveheart Investment Group plc,1235891
37ee6b85ea0001f8e5e5db4997bfe9b82afcfcaf,2022-06-30,Cash Converters International Limited,2238764
59763acba40478200cf2fbb23ad70a9e349320ed,2023-02-28,"PLAYSTUDIOS, Inc.",870700
cbfd79b88661e79368732f7fde4093ae90456617,2023-03-24,INTRUSION INC.,650849
743902173bb3787be4cde13d6c527e375727fd39,2022-02-02,Graphic Packaging Holding Company,1788375
c4d4b7b4f1add15330792d717193f80c9234e3eb,2022-01-01,Castle Minerals Limited,630321
59eaaf01e42954302f9488aed171d510df54d8b9,2022-06-30,DGR GLOBAL LIMITED,3323928
4c260b49455625f2ce30309583b3b4171134f4eb,2022-01-01,Trakm8 Holdings PLC,1647853
46127ee549c72eaa43dffc7852fe2789c791b6f5,2022-01-01,Huntington Bancshares Incorporated,3090502
c22b530a0691ddbbe2ac9b25f9d73d636afe0d95,2022-01-01,Microbix Biosystems Inc.,1629787
bfc980f078ec4ec077659a12017f953d5667bb63,2022-01-01,Otter Tail Power Company,4564056
384f943a172f64bb19ac61b7cee69d60edc573e4,2023-02-17,"AtriCure, Inc.",1863127
